,mserp_knownas,mserp_instancerelationtype_bigint,versionnumber,mserp_primarycontactfacebook,mserp_languageid,mserp_name,mserp_primarycontacttwitter_bigint,mserp_addressbooknames,mserp_primarycontactlinkedin_bigint,mserp_dirpartytablebientityid,mserp_primarycontacttelex_bigint,mserp_sourcekey_bigint,mserp_primarycontactfacebook_bigint,mserp_sourcekey,mserp_primarycontactlinkedin,mserp_primarycontacturl_bigint,mserp_dataarea,mserp_primaryaddresslocation,mserp_namealias,mserp_primarycontactemail,mserp_primaryaddresslocation_bigint,mserp_primarycontactfax,mserp_primarycontactemail_bigint,mserp_primarycontactphone,mserp_primarycontactfax_bigint,mserp_primarycontacttelex,mserp_primarycontactphone_bigint,mserp_primarycontacturl,mserp_instancerelationtype,mserp_primarycontacttwitter,mserp_partynumber
3220,,2077,,0,en-us,(주)학산라이브시스템,0,,0,00006cdf-0000-0000-5a91-010010000000,0,68719579482,0,68719579482,0,0,,68719586247,(주)학산라이브시스템,0,68719586247,0,0,0,0,0,0,0,2077,0,000007920
3221,,2077,,0,en-us,이솔정보통신 주식회사,0,,0,00006cdf-0000-0000-5b91-010010000000,0,68719579483,0,68719579483,0,0,,68719586248,이솔정보통신 주식회사,0,68719586248,0,0,0,0,0,0,0,2077,0,000007921
3222,,2077,,0,en-us,씨제이에스,0,,0,00006cdf-0000-0000-5c91-010010000000,0,68719579484,0,68719579484,0,0,,68719586249,씨제이에스,0,68719586249,0,0,0,0,0,0,0,2077,0,000007922
3223,,2077,,0,en-us,(주)레이저옵텍,0,,0,00006cdf-0000-0000-5d91-010010000000,0,68719579485,0,68719579485,0,0,,68719586250,(주)레이저옵텍,0,68719586250,0,0,0,0,0,0,0,2077,0,000007923
3224,,2077,,0,en-us,(주)윌렛코리아,0,,0,00006cdf-0000-0000-5e91-010010000000,0,68719579486,0,68719579486,0,0,,68719586251,(주)윌렛코리아,0,68719586251,0,0,0,0,0,0,0,2077,0,000007924
3225,,2077,,0,en-us,(주)동성이엔씨,0,,0,00006cdf-0000-0000-5f91-010010000000,0,68719579487,0,68719579487,0,0,,68719586252,(주)동성이엔씨,0,68719586252,0,0,0,0,0,0,0,2077,0,000007925
3226,,2077,,0,en-us,에스케이씨(주),0,,0,00006cdf-0000-0000-6091-010010000000,0,68719579488,0,68719579488,0,0,,68719586253,에스케이씨(주),0,68719586253,0,0,0,0,0,0,0,2077,0,000007926
3227,,2077,,0,en-us,서울대복합다체계물성연구센타,0,,0,00006cdf-0000-0000-6191-010010000000,0,68719579489,0,68719579489,0,0,,68719586254,서울대복합다체계물성연구센타,0,68719586254,0,0,0,0,0,0,0,2077,0,000007927
3228,,2077,,0,en-us,(주)프러스상사,0,,0,00006cdf-0000-0000-6291-010010000000,0,68719579490,0,68719579490,0,0,,68719586255,(주)프러스상사,0,68719586255,0,0,0,0,0,0,0,2077,0,000007928
3229,,2077,,0,en-us,리진파츠,0,,0,00006cdf-0000-0000-6391-010010000000,0,68719579491,0,68719579491,0,0,,68719586256,리진파츠,0,68719586256,0,0,0,0,0,0,0,2077,0,000007929
3230,,2077,,0,en-us,주식회사 이트로닉스,0,,0,00006cdf-0000-0000-6491-010010000000,0,68719579492,0,68719579492,0,0,,68719586257,주식회사 이트로닉스,0,68719586257,0,0,0,0,0,0,0,2077,0,000007930
3231,,2077,,0,en-us,삼창시스템,0,,0,00006cdf-0000-0000-6591-010010000000,0,68719579493,0,68719579493,0,0,,68719586258,삼창시스템,0,68719586258,0,0,0,0,0,0,0,2077,0,000007931
3232,,2077,,0,en-us,충북대학교,0,,0,00006cdf-0000-0000-6691-010010000000,0,68719579494,0,68719579494,0,0,,68719586259,충북대학교,0,68719586259,0,0,0,0,0,0,0,2077,0,000007932
3233,,2077,,0,en-us,(주)에이치제이씨,0,,0,00006cdf-0000-0000-6791-010010000000,0,68719579495,0,68719579495,0,0,,68719586260,(주)에이치제이씨,0,68719586260,0,0,0,0,0,0,0,2077,0,000007933
3234,,2077,,0,en-us,해동정보통신주식회사,0,,0,00006cdf-0000-0000-6891-010010000000,0,68719579496,0,68719579496,0,0,,68719586261,해동정보통신주식회사,0,68719586261,0,0,0,0,0,0,0,2077,0,000007934
3235,,2077,,0,en-us,서광테크,0,,0,00006cdf-0000-0000-6991-010010000000,0,68719579497,0,68719579497,0,0,,68719586262,서광테크,0,68719586262,0,0,0,0,0,0,0,2077,0,000007935
3236,,2077,,0,en-us,(주)콜스일렉트로닉스,0,,0,00006cdf-0000-0000-6a91-010010000000,0,68719579498,0,68719579498,0,0,,68719586263,(주)콜스일렉트로닉스,0,68719586263,0,0,0,0,0,0,0,2077,0,000007936
3237,,2077,,0,en-us,현대산전,0,,0,00006cdf-0000-0000-6b91-010010000000,0,68719579499,0,68719579499,0,0,,68719586264,현대산전,0,68719586264,0,0,0,0,0,0,0,2077,0,000007937
3238,,2077,,0,en-us,(주)온테크원,0,,0,00006cdf-0000-0000-6c91-010010000000,0,68719579500,0,68719579500,0,0,,68719586265,(주)온테크원,0,68719586265,0,0,0,0,0,0,0,2077,0,000007938
3239,,2077,,0,en-us,옵토다이나믹스주식회사,0,,0,00006cdf-0000-0000-6d91-010010000000,0,68719579501,0,68719579501,0,0,,68719586266,옵토다이나믹스주식회사,0,68719586266,0,0,0,0,0,0,0,2077,0,000007939
3240,,2077,,0,en-us,아이테크,0,,0,00006cdf-0000-0000-6e91-010010000000,0,68719579502,0,68719579502,0,0,,68719586267,아이테크,0,68719586267,0,0,0,0,0,0,0,2077,0,000007940
3241,,2077,,0,en-us,대성트레이딩,0,,0,00006cdf-0000-0000-6f91-010010000000,0,68719579503,0,68719579503,0,0,,68719586268,대성트레이딩,0,68719586268,0,0,0,0,0,0,0,2077,0,000007941
3242,,2077,,0,en-us,동양엔지니어링,0,,0,00006cdf-0000-0000-7091-010010000000,0,68719579504,0,68719579504,0,0,,68719586269,동양엔지니어링,0,68719586269,0,0,0,0,0,0,0,2077,0,000007942
3243,,2077,,0,en-us,대한전기,0,,0,00006cdf-0000-0000-7191-010010000000,0,68719579505,0,68719579505,0,0,,68719586270,대한전기,0,68719586270,0,0,0,0,0,0,0,2077,0,000007943
3244,,2077,,0,en-us,퓨처디지탈,0,,0,00006cdf-0000-0000-7291-010010000000,0,68719579506,0,68719579506,0,0,,68719586271,퓨처디지탈,0,68719586271,0,0,0,0,0,0,0,2077,0,000007944
3245,,2077,,0,en-us,이디텍(주),0,,0,00006cdf-0000-0000-7391-010010000000,0,68719579507,0,68719579507,0,0,,68719586272,이디텍(주),0,68719586272,0,0,0,0,0,0,0,2077,0,000007945
3246,,2077,,0,en-us,전주대학교,0,,0,00006cdf-0000-0000-7491-010010000000,0,68719579508,0,68719579508,0,0,,68719586273,전주대학교,0,68719586273,0,0,0,0,0,0,0,2077,0,000007946
3247,,2077,,0,en-us,특수전자,0,,0,00006cdf-0000-0000-7591-010010000000,0,68719579509,0,68719579509,0,0,,68719586274,특수전자,0,68719586274,0,0,0,0,0,0,0,2077,0,000007947
3248,,2077,,0,en-us,한국해양과학기술원,0,,0,00006cdf-0000-0000-7691-010010000000,0,68719579510,0,68719579510,0,0,,68719586275,한국해양과학기술원,0,68719586275,0,0,0,0,0,0,0,2077,0,000007948
3249,,2077,,0,en-us,(주)아이.피.에스시스템,0,,0,00006cdf-0000-0000-7791-010010000000,0,68719579511,0,68719579511,0,0,,68719586276,(주)아이.피.에스시스템,0,68719586276,0,0,0,0,0,0,0,2077,0,000007949
3250,,2077,,0,en-us,텁전자,0,,0,00006cdf-0000-0000-7891-010010000000,0,68719579512,0,68719579512,0,0,,68719586277,텁전자,0,68719586277,0,0,0,0,0,0,0,2077,0,000007950
3251,,2077,,0,en-us,(주)마크로솔,0,,0,00006cdf-0000-0000-7991-010010000000,0,68719579513,0,68719579513,0,0,,68719586278,(주)마크로솔,0,68719586278,0,0,0,0,0,0,0,2077,0,000007951
3252,,2077,,0,en-us,신광포토레이,0,,0,00006cdf-0000-0000-7a91-010010000000,0,68719579514,0,68719579514,0,0,,68719586279,신광포토레이,0,68719586279,0,0,0,0,0,0,0,2077,0,000007952
3253,,2077,,0,en-us,한국이에스엠(주),0,,0,00006cdf-0000-0000-7b91-010010000000,0,68719579515,0,68719579515,0,0,,68719586280,한국이에스엠(주),0,68719586280,0,0,0,0,0,0,0,2077,0,000007953
3254,,2077,,0,en-us,세진전자,0,,0,00006cdf-0000-0000-7c91-010010000000,0,68719579516,0,68719579516,0,0,,68719586281,세진전자,0,68719586281,0,0,0,0,0,0,0,2077,0,000007954
3255,,2077,,0,en-us,하늘시스템,0,,0,00006cdf-0000-0000-7d91-010010000000,0,68719579517,0,68719579517,0,0,,68719586282,하늘시스템,0,68719586282,0,0,0,0,0,0,0,2077,0,000007955
3256,,2077,,0,en-us,(주)혜원정보기술,0,,0,00006cdf-0000-0000-7e91-010010000000,0,68719579518,0,68719579518,0,0,,68719586283,(주)혜원정보기술,0,68719586283,0,0,0,0,0,0,0,2077,0,000007956
3257,,2077,,0,en-us,글로우텍,0,,0,00006cdf-0000-0000-7f91-010010000000,0,68719579519,0,68719579519,0,0,,68719586284,글로우텍,0,68719586284,0,0,0,0,0,0,0,2077,0,000007957
3258,,2077,,0,en-us,제론시스템,0,,0,00006cdf-0000-0000-8091-010010000000,0,68719579520,0,68719579520,0,0,,68719586285,제론시스템,0,68719586285,0,0,0,0,0,0,0,2077,0,000007958
3259,,2077,,0,en-us,(주)에이스이씨이,0,,0,00006cdf-0000-0000-8191-010010000000,0,68719579521,0,68719579521,0,0,,68719586286,(주)에이스이씨이,0,68719586286,0,0,0,0,0,0,0,2077,0,000007959
3260,,2077,,0,en-us,에스씨텍,0,,0,00006cdf-0000-0000-8291-010010000000,0,68719579522,0,68719579522,0,0,,68719586287,에스씨텍,0,68719586287,0,0,0,0,0,0,0,2077,0,000007960
3261,,2077,,0,en-us,상아일렉트론,0,,0,00006cdf-0000-0000-8391-010010000000,0,68719579523,0,68719579523,0,0,,68719586288,상아일렉트론,0,68719586288,0,0,0,0,0,0,0,2077,0,000007961
3262,,2077,,0,en-us,마이크로전자,0,,0,00006cdf-0000-0000-8491-010010000000,0,68719579524,0,68719579524,0,0,,68719586289,마이크로전자,0,68719586289,0,0,0,0,0,0,0,2077,0,000007962
3263,,2077,,0,en-us,대명테크,0,,0,00006cdf-0000-0000-8591-010010000000,0,68719579525,0,68719579525,0,0,,68719586290,대명테크,0,68719586290,0,0,0,0,0,0,0,2077,0,000007963
3264,,2077,,0,en-us,(주)싸이텍코리아,0,,0,00006cdf-0000-0000-8691-010010000000,0,68719579526,0,68719579526,0,0,,68719586291,(주)싸이텍코리아,0,68719586291,0,0,0,0,0,0,0,2077,0,000007964
3265,,2077,,0,en-us,대한엘리베이터안전관리,0,,0,00006cdf-0000-0000-8791-010010000000,0,68719579527,0,68719579527,0,0,,68719586292,대한엘리베이터안전관리,0,68719586292,0,0,0,0,0,0,0,2077,0,000007965
3266,,2077,,0,en-us,정오전자,0,,0,00006cdf-0000-0000-8891-010010000000,0,68719579528,0,68719579528,0,0,,68719586293,정오전자,0,68719586293,0,0,0,0,0,0,0,2077,0,000007966
3267,,2077,,0,en-us,(주)미래센서,0,,0,00006cdf-0000-0000-8991-010010000000,0,68719579529,0,68719579529,0,0,,68719586294,(주)미래센서,0,68719586294,0,0,0,0,0,0,0,2077,0,000007967
3268,,2077,,0,en-us,(주)이오스링크,0,,0,00006cdf-0000-0000-8a91-010010000000,0,68719579530,0,68719579530,0,0,,68719586295,(주)이오스링크,0,68719586295,0,0,0,0,0,0,0,2077,0,000007968
3269,,2077,,0,en-us,(주)코쓰케이아이디,0,,0,00006cdf-0000-0000-8b91-010010000000,0,68719579531,0,68719579531,0,0,,68719586296,(주)코쓰케이아이디,0,68719586296,0,0,0,0,0,0,0,2077,0,000007969
3270,,2077,,0,en-us,(주)네이스코,0,,0,00006cdf-0000-0000-8c91-010010000000,0,68719579532,0,68719579532,0,0,,68719586297,(주)네이스코,0,68719586297,0,0,0,0,0,0,0,2077,0,000007970
3271,,2077,,0,en-us,하은시스템,0,,0,00006cdf-0000-0000-8d91-010010000000,0,68719579533,0,68719579533,0,0,,68719586298,하은시스템,0,68719586298,0,0,0,0,0,0,0,2077,0,000007971
3272,,2077,,0,en-us,(주)하모닉스,0,,0,00006cdf-0000-0000-8e91-010010000000,0,68719579534,0,68719579534,0,0,,68719586299,(주)하모닉스,0,68719586299,0,0,0,0,0,0,0,2077,0,000007972
3273,,2077,,0,en-us,주식회사 뉴컨스텍,0,,0,00006cdf-0000-0000-8f91-010010000000,0,68719579535,0,68719579535,0,0,,68719586300,주식회사 뉴컨스텍,0,68719586300,0,0,0,0,0,0,0,2077,0,000007973
3274,,2077,,0,en-us,진성전자,0,,0,00006cdf-0000-0000-9091-010010000000,0,68719579536,0,68719579536,0,0,,68719586301,진성전자,0,68719586301,0,0,0,0,0,0,0,2077,0,000007974
3275,,2077,,0,en-us,(주)로텍인스트루먼트,0,,0,00006cdf-0000-0000-9191-010010000000,0,68719579537,0,68719579537,0,0,,68719586302,(주)로텍인스트루먼트,0,68719586302,0,0,0,0,0,0,0,2077,0,000007975
3276,,2077,,0,en-us,(주)넥슨정보통신,0,,0,00006cdf-0000-0000-9291-010010000000,0,68719579538,0,68719579538,0,0,,68719586303,(주)넥슨정보통신,0,68719586303,0,0,0,0,0,0,0,2077,0,000007976
3277,,2077,,0,en-us,화인툴코퍼레이션,0,,0,00006cdf-0000-0000-9391-010010000000,0,68719579539,0,68719579539,0,0,,68719586304,화인툴코퍼레이션,0,68719586304,0,0,0,0,0,0,0,2077,0,000007977
3278,,2077,,0,en-us,중앙계기산업,0,,0,00006cdf-0000-0000-9491-010010000000,0,68719579540,0,68719579540,0,0,,68719586305,중앙계기산업,0,68719586305,0,0,0,0,0,0,0,2077,0,000007978
3279,,2077,,0,en-us,삼오제판기계,0,,0,00006cdf-0000-0000-9591-010010000000,0,68719579541,0,68719579541,0,0,,68719586306,삼오제판기계,0,68719586306,0,0,0,0,0,0,0,2077,0,000007979
3280,,2077,,0,en-us,고려공업검사(주),0,,0,00006cdf-0000-0000-9691-010010000000,0,68719579542,0,68719579542,0,0,,68719586307,고려공업검사(주),0,68719586307,0,0,0,0,0,0,0,2077,0,000007980
3281,,2077,,0,en-us,동신엘리베이터,0,,0,00006cdf-0000-0000-9791-010010000000,0,68719579543,0,68719579543,0,0,,68719586308,동신엘리베이터,0,68719586308,0,0,0,0,0,0,0,2077,0,000007981
3282,,2077,,0,en-us,(주)알엘씨코리아,0,,0,00006cdf-0000-0000-9891-010010000000,0,68719579544,0,68719579544,0,0,,68719586309,(주)알엘씨코리아,0,68719586309,0,0,0,0,0,0,0,2077,0,000007982
3283,,2077,,0,en-us,(주)신성이엔지,0,,0,00006cdf-0000-0000-9991-010010000000,0,68719579545,0,68719579545,0,0,,68719586310,(주)신성이엔지,0,68719586310,0,0,0,0,0,0,0,2077,0,000007983
3284,,2077,,0,en-us,대림대학,0,,0,00006cdf-0000-0000-9a91-010010000000,0,68719579546,0,68719579546,0,0,,68719586311,대림대학,0,68719586311,0,0,0,0,0,0,0,2077,0,000007984
3285,,2077,,0,en-us,(주)한국계전사,0,,0,00006cdf-0000-0000-9b91-010010000000,0,68719579547,0,68719579547,0,0,,68719586312,(주)한국계전사,0,68719586312,0,0,0,0,0,0,0,2077,0,000007985
3286,,2077,,0,en-us,TOP SYSTEM,0,,0,00006cdf-0000-0000-9c91-010010000000,0,68719579548,0,68719579548,0,0,,68719586313,TOP SYSTEM,0,68719586313,0,0,0,0,0,0,0,2077,0,000007986
3287,,2077,,0,en-us,베큠사이언스,0,,0,00006cdf-0000-0000-9d91-010010000000,0,68719579549,0,68719579549,0,0,,68719586314,베큠사이언스,0,68719586314,0,0,0,0,0,0,0,2077,0,000007987
3288,,2077,,0,en-us,(주)케이앤아이테크놀로지,0,,0,00006cdf-0000-0000-9e91-010010000000,0,68719579550,0,68719579550,0,0,,68719586315,(주)케이앤아이테크놀로지,0,68719586315,0,0,0,0,0,0,0,2077,0,000007988
3289,,2077,,0,en-us,대신콘트롤,0,,0,00006cdf-0000-0000-9f91-010010000000,0,68719579551,0,68719579551,0,0,,68719586316,대신콘트롤,0,68719586316,0,0,0,0,0,0,0,2077,0,000007989
3290,,2077,,0,en-us,화인테크,0,,0,00006cdf-0000-0000-a091-010010000000,0,68719579552,0,68719579552,0,0,,68719586317,화인테크,0,68719586317,0,0,0,0,0,0,0,2077,0,000007990
3291,,2077,,0,en-us,(주)인텔리안테크놀로지스,0,,0,00006cdf-0000-0000-a191-010010000000,0,68719579553,0,68719579553,0,0,,68719586318,(주)인텔리안테크놀로지스,0,68719586318,0,0,0,0,0,0,0,2077,0,000007991
3292,,2077,,0,en-us,한영 F.A,0,,0,00006cdf-0000-0000-a291-010010000000,0,68719579554,0,68719579554,0,0,,68719586319,한영 F.A,0,68719586319,0,0,0,0,0,0,0,2077,0,000007992
3293,,2077,,0,en-us,(주)한국에이브이,0,,0,00006cdf-0000-0000-a391-010010000000,0,68719579555,0,68719579555,0,0,,68719586320,(주)한국에이브이,0,68719586320,0,0,0,0,0,0,0,2077,0,000007993
3294,,2077,,0,en-us,월드기전,0,,0,00006cdf-0000-0000-a491-010010000000,0,68719579556,0,68719579556,0,0,,68719586321,월드기전,0,68719586321,0,0,0,0,0,0,0,2077,0,000007994
3295,,2077,,0,en-us,(주)투비제어기술,0,,0,00006cdf-0000-0000-a591-010010000000,0,68719579557,0,68719579557,0,0,,68719586322,(주)투비제어기술,0,68719586322,0,0,0,0,0,0,0,2077,0,000007995
3296,,2077,,0,en-us,차전자,0,,0,00006cdf-0000-0000-a691-010010000000,0,68719579558,0,68719579558,0,0,,68719586323,차전자,0,68719586323,0,0,0,0,0,0,0,2077,0,000007996
3297,,2077,,0,en-us,신아정보기술(주),0,,0,00006cdf-0000-0000-a791-010010000000,0,68719579559,0,68719579559,0,0,,68719586324,신아정보기술(주),0,68719586324,0,0,0,0,0,0,0,2077,0,000007997
3298,,2077,,0,en-us,인터미디어,0,,0,00006cdf-0000-0000-a891-010010000000,0,68719579560,0,68719579560,0,0,,68719586325,인터미디어,0,68719586325,0,0,0,0,0,0,0,2077,0,000007998
3299,,2077,,0,en-us,세일MTL,0,,0,00006cdf-0000-0000-a991-010010000000,0,68719579561,0,68719579561,0,0,,68719586326,세일MTL,0,68719586326,0,0,0,0,0,0,0,2077,0,000007999
3300,,2077,,0,en-us,도올코퍼레이션,0,,0,00006cdf-0000-0000-aa91-010010000000,0,68719579562,0,68719579562,0,0,,68719586327,도올코퍼레이션,0,68719586327,0,0,0,0,0,0,0,2077,0,000008000
3301,,2077,,0,en-us,지디에스엔지니어링,0,,0,00006cdf-0000-0000-ab91-010010000000,0,68719579563,0,68719579563,0,0,,68719586328,지디에스엔지니어링,0,68719586328,0,0,0,0,0,0,0,2077,0,000008001
3302,,2077,,0,en-us,엔제이테크,0,,0,00006cdf-0000-0000-ac91-010010000000,0,68719579564,0,68719579564,0,0,,68719586329,엔제이테크,0,68719586329,0,0,0,0,0,0,0,2077,0,000008002
3303,,2077,,0,en-us,우림엔지니어링,0,,0,00006cdf-0000-0000-ad91-010010000000,0,68719579565,0,68719579565,0,0,,68719586330,우림엔지니어링,0,68719586330,0,0,0,0,0,0,0,2077,0,000008003
3304,,2077,,0,en-us,인테크,0,,0,00006cdf-0000-0000-ae91-010010000000,0,68719579566,0,68719579566,0,0,,68719586331,인테크,0,68719586331,0,0,0,0,0,0,0,2077,0,000008004
3305,,2077,,0,en-us,피닉스코리아,0,,0,00006cdf-0000-0000-af91-010010000000,0,68719579567,0,68719579567,0,0,,68719586332,피닉스코리아,0,68719586332,0,0,0,0,0,0,0,2077,0,000008005
3306,,2077,,0,en-us,(주)삼중파킹시스템,0,,0,00006cdf-0000-0000-b091-010010000000,0,68719579568,0,68719579568,0,0,,68719586333,(주)삼중파킹시스템,0,68719586333,0,0,0,0,0,0,0,2077,0,000008006
3307,,2077,,0,en-us,(주)현대의료기기,0,,0,00006cdf-0000-0000-b191-010010000000,0,68719579569,0,68719579569,0,0,,68719586334,(주)현대의료기기,0,68719586334,0,0,0,0,0,0,0,2077,0,000008007
3308,,2077,,0,en-us,성전정보기술(주),0,,0,00006cdf-0000-0000-b291-010010000000,0,68719579570,0,68719579570,0,0,,68719586335,성전정보기술(주),0,68719586335,0,0,0,0,0,0,0,2077,0,000008008
3309,,2077,,0,en-us,(주)이티에이,0,,0,00006cdf-0000-0000-b391-010010000000,0,68719579571,0,68719579571,0,0,,68719586336,(주)이티에이,0,68719586336,0,0,0,0,0,0,0,2077,0,000008009
3310,,2077,,0,en-us,동우전자,0,,0,00006cdf-0000-0000-b491-010010000000,0,68719579572,0,68719579572,0,0,,68719586337,동우전자,0,68719586337,0,0,0,0,0,0,0,2077,0,000008010
3311,,2077,,0,en-us,한경대학교 산학협력단,0,,0,00006cdf-0000-0000-b591-010010000000,0,68719579573,0,68719579573,0,0,,68719586338,한경대학교 산학협력단,0,68719586338,0,0,0,0,0,0,0,2077,0,000008011
3312,,2077,,0,en-us,하롬주식회사,0,,0,00006cdf-0000-0000-b691-010010000000,0,68719579574,0,68719579574,0,0,,68719586339,하롬주식회사,0,68719586339,0,0,0,0,0,0,0,2077,0,000008012
3313,,2077,,0,en-us,(주)코엔지,0,,0,00006cdf-0000-0000-b791-010010000000,0,68719579575,0,68719579575,0,0,,68719586340,(주)코엔지,0,68719586340,0,0,0,0,0,0,0,2077,0,000008013
3314,,2077,,0,en-us,에스유엔전자(주),0,,0,00006cdf-0000-0000-b891-010010000000,0,68719579576,0,68719579576,0,0,,68719586341,에스유엔전자(주),0,68719586341,0,0,0,0,0,0,0,2077,0,000008014
3315,,2077,,0,en-us,캐어텍,0,,0,00006cdf-0000-0000-b991-010010000000,0,68719579577,0,68719579577,0,0,,68719586342,캐어텍,0,68719586342,0,0,0,0,0,0,0,2077,0,000008015
3316,,2077,,0,en-us,굳웰시스템,0,,0,00006cdf-0000-0000-ba91-010010000000,0,68719579578,0,68719579578,0,0,,68719586343,굳웰시스템,0,68719586343,0,0,0,0,0,0,0,2077,0,000008016
3317,,2077,,0,en-us,(주)극동통신,0,,0,00006cdf-0000-0000-bb91-010010000000,0,68719579579,0,68719579579,0,0,,68719586344,(주)극동통신,0,68719586344,0,0,0,0,0,0,0,2077,0,000008017
3318,,2077,,0,en-us,TD전자,0,,0,00006cdf-0000-0000-bc91-010010000000,0,68719579580,0,68719579580,0,0,,68719586345,TD전자,0,68719586345,0,0,0,0,0,0,0,2077,0,000008018
3319,,2077,,0,en-us,(주)해광시그날,0,,0,00006cdf-0000-0000-bd91-010010000000,0,68719579581,0,68719579581,0,0,,68719586346,(주)해광시그날,0,68719586346,0,0,0,0,0,0,0,2077,0,000008019
3320,,2077,,0,en-us,(주)대수엔지니어링,0,,0,00006cdf-0000-0000-be91-010010000000,0,68719579582,0,68719579582,0,0,,68719586347,(주)대수엔지니어링,0,68719586347,0,0,0,0,0,0,0,2077,0,000008020
3321,,2077,,0,en-us,미석산업,0,,0,00006cdf-0000-0000-bf91-010010000000,0,68719579583,0,68719579583,0,0,,68719586348,미석산업,0,68719586348,0,0,0,0,0,0,0,2077,0,000008021
3322,,2077,,0,en-us,모네타인포컴(주),0,,0,00006cdf-0000-0000-c091-010010000000,0,68719579584,0,68719579584,0,0,,68719586349,모네타인포컴(주),0,68719586349,0,0,0,0,0,0,0,2077,0,000008022
3323,,2077,,0,en-us,일원 ENG,0,,0,00006cdf-0000-0000-c191-010010000000,0,68719579585,0,68719579585,0,0,,68719586350,일원 ENG,0,68719586350,0,0,0,0,0,0,0,2077,0,000008023
3324,,2077,,0,en-us,H.S COMTECH,0,,0,00006cdf-0000-0000-c291-010010000000,0,68719579586,0,68719579586,0,0,,68719586351,H.S COMTECH,0,68719586351,0,0,0,0,0,0,0,2077,0,000008024
3325,,2077,,0,en-us,미래방사선엔지니어링주식회사,0,,0,00006cdf-0000-0000-c391-010010000000,0,68719579587,0,68719579587,0,0,,68719586352,미래방사선엔지니어링주식회사,0,68719586352,0,0,0,0,0,0,0,2077,0,000008025
3326,,2077,,0,en-us,하이디어개발주식회사,0,,0,00006cdf-0000-0000-c491-010010000000,0,68719579588,0,68719579588,0,0,,68719586353,하이디어개발주식회사,0,68719586353,0,0,0,0,0,0,0,2077,0,000008026
3327,,2077,,0,en-us,아덴전자,0,,0,00006cdf-0000-0000-c591-010010000000,0,68719579589,0,68719579589,0,0,,68719586354,아덴전자,0,68719586354,0,0,0,0,0,0,0,2077,0,000008027
3328,,2077,,0,en-us,주식회사 사이엑스,0,,0,00006cdf-0000-0000-c691-010010000000,0,68719579590,0,68719579590,0,0,,68719586355,주식회사 사이엑스,0,68719586355,0,0,0,0,0,0,0,2077,0,000008028
3329,,2077,,0,en-us,Y2M 측정기기,0,,0,00006cdf-0000-0000-c791-010010000000,0,68719579591,0,68719579591,0,0,,68719586356,Y2M 측정기기,0,68719586356,0,0,0,0,0,0,0,2077,0,000008029
3330,,2077,,0,en-us,광진시스템,0,,0,00006cdf-0000-0000-c891-010010000000,0,68719579592,0,68719579592,0,0,,68719586357,광진시스템,0,68719586357,0,0,0,0,0,0,0,2077,0,000008030
3331,,2077,,0,en-us,서경대학교,0,,0,00006cdf-0000-0000-c991-010010000000,0,68719579593,0,68719579593,0,0,,68719586358,서경대학교,0,68719586358,0,0,0,0,0,0,0,2077,0,000008031
3332,,2077,,0,en-us,지오커뮤니케이션(주),0,,0,00006cdf-0000-0000-ca91-010010000000,0,68719579594,0,68719579594,0,0,,68719586359,지오커뮤니케이션(주),0,68719586359,0,0,0,0,0,0,0,2077,0,000008032
3333,,2077,,0,en-us,성균관대학교,0,,0,00006cdf-0000-0000-cb91-010010000000,0,68719579595,0,68719579595,0,0,,68719586360,성균관대학교,0,68719586360,0,0,0,0,0,0,0,2077,0,000008033
3334,,2077,,0,en-us,아성테크,0,,0,00006cdf-0000-0000-cc91-010010000000,0,68719579596,0,68719579596,0,0,,68719586361,아성테크,0,68719586361,0,0,0,0,0,0,0,2077,0,000008034
3335,,2077,,0,en-us,(주)카이맥스,0,,0,00006cdf-0000-0000-cd91-010010000000,0,68719579597,0,68719579597,0,0,,68719586362,(주)카이맥스,0,68719586362,0,0,0,0,0,0,0,2077,0,000008035
3336,,2077,,0,en-us,에이스메카트로닉스,0,,0,00006cdf-0000-0000-ce91-010010000000,0,68719579598,0,68719579598,0,0,,68719586363,에이스메카트로닉스,0,68719586363,0,0,0,0,0,0,0,2077,0,000008036
3337,,2077,,0,en-us,주식회사 케이이씨,0,,0,00006cdf-0000-0000-cf91-010010000000,0,68719579599,0,68719579599,0,0,,68719586364,주식회사 케이이씨,0,68719586364,0,0,0,0,0,0,0,2077,0,000008037
3338,,2077,,0,en-us,(주)쟈마트,0,,0,00006cdf-0000-0000-d091-010010000000,0,68719579600,0,68719579600,0,0,,68719586365,(주)쟈마트,0,68719586365,0,0,0,0,0,0,0,2077,0,000008038
3339,,2077,,0,en-us,(주)나노스토리지,0,,0,00006cdf-0000-0000-d191-010010000000,0,68719579601,0,68719579601,0,0,,68719586366,(주)나노스토리지,0,68719586366,0,0,0,0,0,0,0,2077,0,000008039
3340,,2077,,0,en-us,(주)CNL Energy,0,,0,00006cdf-0000-0000-d291-010010000000,0,68719579602,0,68719579602,0,0,,68719586367,(주)CNL Energy,0,68719586367,0,0,0,0,0,0,0,2077,0,000008040
3341,,2077,,0,en-us,동남정보기술,0,,0,00006cdf-0000-0000-d391-010010000000,0,68719579603,0,68719579603,0,0,,68719586368,동남정보기술,0,68719586368,0,0,0,0,0,0,0,2077,0,000008041
